PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
EX,2019-017455 EX,12129512,TGS - DRISKELL ST  600 BLOCK (RED RIVER @ CHAVEZ) - GAS MAIN EXTENSION,600-617 DRISKILL ST,4/22/19,Texas Gas Service,5124211531,31
EX,2019-015579 EX,12127300,TGS - HARRIS AVE 700 BLCK ALLEY - MAINT TO MAIN ANODES,700-709 CAROLYN AVE,4/5/19,Texas Gas Service,5124211531,57
EX,2019-015574 EX,12127295,TGS - PALMA PLAZA 1515 - MAINT TO MAIN ANODES,1515 PALMA PLZ,5/31/19,Texas Gas Service,5124211531,86
EX,2019-014868 EX,12126414,TGS - SARA DR 4701 - NEW SERVICE,4701 SARA DR,4/11/19,Texas Gas Service,5124211531,59
EX,2019-014568 EX,12126065,TGS - DEEP EDDY AVE 507 - RETIRE SERVICE ,507 DEEP EDDY AVE,4/11/19,Texas Gas Service,5124211531,59
EX,2019-017353 EX,12129376,TGS  - NASCO DR 6200 - NEW SERVICE,6200 NASCO DR,4/15/19,Texas Gas Service,5124211531,59
EX,2019-017352 EX,12129375,TGS - RIDGELEA DR 4103 - NEW SERVICE,4103 RIDGELEA DR,4/15/19,Texas Gas Service,5124211531,59
EX,2019-017351 EX,12129374,TGS - BIG BEND DR 3307 - NEW SERVICE,3307 BIG BEND DR,4/15/19,Texas Gas Service,5124211531,59
EX,2019-015564 EX,12127282,TGS - GREENWOOD AVE 1188-1199 - MAINT TO MAIN ANODES,1188-1199 GREENWOOD AVE,4/5/19,Texas Gas Service,5124211531,57
EX,2019-015553 EX,12127267,TGS - E 30TH ST 102 - MAINT TO MAIN ANODES,102 E 30TH ST,4/5/19,Texas Gas Service,5124211531,57
EX,2019-015546 EX,12127256,TGS - W 14TH ST W 710 - MAINT TO MAIN ANODES,710 W 14TH ST,5/31/19,Texas Gas Service,5124211531,86
EX,2019-014737 EX,12126273,TGS - DANWOOD DR 7500 BLK - RETIRE SERVICE,7500-7505 DANWOOD DR,4/11/19,Texas Gas Service,5124211531,59
EX,2019-014902 EX,12126448,TGS - IRMA DR 602 - NEW SERVICE,602 IRMA DR,4/4/19,Texas Gas Service,5124211531,59
EX,2019-014520 EX,12126017,TGS - PARK BLVD 505 - RETIRE SERVICE,505 PARK BLVD,4/9/19,Texas Gas Service,5124211531,59
EX,2019-013702 EX,12125102,TGS - MANSELL AVE 900 BLK - MAINT TO MAIN ANODES,900-919 MANSELL AVE,4/8/19,Texas Gas Service,5124211531,59
EX,2019-014860 EX,12126406,TGS - W 49TH ST 2705 - NEW SERVICE,2705 W 49TH ST,4/11/19,Texas Gas Service,5124211531,59
EX,2019-014890 EX,12126436,TGS - TRASHER LN 513 - NEW SERVICE,513 THRASHER LN,4/11/19,Texas Gas Service,5124211531,59
EX,2019-013486 EX,12124839,TGS - 4TH ST E 100-199 - NEW SERVICE,100-121 E 4TH ST,5/1/19,Texas Gas Service,5124211531,28
EX,2019-012130 EX,12123344,TGS - WHELESS LN 1908 - REPLACE SERVICE,1908 WHELESS LN,4/10/19,Texas Gas Service,5124211531,58
EX,2019-012134 EX,12123348,TGS - LAZY BROOK 2004 - REPLACE SERVICE,2004 LAZY BROOK,4/10/19,Texas Gas Service,5124211531,58
EX,2019-012126 EX,12123340,TGS - GREENBROOK PKWY 1907 - REPLACE SERVICE,1907 GREENBROOK PKWY,4/10/19,Texas Gas Service,5124211531,58
EX,2019-012371 EX,12123618,TGS - CHERRYWOOD RD 3308 - TIER 2 LEAK REPAIR / RESTORATION,3308 CHERRYWOOD RD,6/2/19,Texas Gas Service,5124211531,88
EX,2019-013589 EX,12124959,TGS -34TH ST W 1714 - RETIRE SERVICE,1714 W 34TH ST,4/8/19,Texas Gas Service,5124211531,56
EX,2019-012140 EX,12123358,TGS - SWEENEY LN 2605 - REPLACE SERVICE,2605 SWEENEY LN,4/7/19,Texas Gas Service,5124211531,59
EX,2019-012138 EX,12123355,TGS - LEHIGH DR 2600 - REPLACE SERVICE,2600 LEHIGH DR,4/7/19,Texas Gas Service,5124211531,59
EX,2019-012115 EX,12123329,TGS - RIDGEMONT DR 1610 - REPLACE SERVICE,1610 RIDGEMONT DR,4/10/19,Texas Gas Service,5124211531,58
EX,2019-013608 EX,12124984,TGS - OAK HAVEN DR 3006 - RETIRE SERVICE,3006 OAK HAVEN DR,4/11/19,Texas Gas Service,5124211531,59
EX,2019-013575 EX,12124945,TGS - CHOQUETTE DR 1311 - RETIRE SERVICE ,1311 CHOQUETTE DR,4/7/19,Texas Gas Service,5124211531,59
EX,2019-013570 EX,12124940,TGS - STOBAUGH ST 1112 - RETIRE SERVICE,1112 STOBAUGH ST,4/12/19,Texas Gas Service,5124211531,59
EX,2019-013523 EX,12124883,TGS - MEDICAL PKWY 4202 - TIER 2 LEAK REPAIR,4202 MEDICAL PKWY,4/5/19,Texas Gas Service,5124211531,35
EX,2019-013586 EX,12124956,TGS - CHESTNUT AVE 1705 - RETIRE SERVICE,1705 CHESTNUT AVE,4/8/19,Texas Gas Service,5124211531,56
EX,2019-013581 EX,12124951,TGS - COMETA ST 1413 - RETIRE SERVICE,1413 COMETA ST,4/8/19,Texas Gas Service,5124211531,59
EX,2019-013584 EX,12124954,TGS - GREEN FOREST DR 1413 - RETIRE SERVICE,1413 GREEN FOREST DR,4/8/19,Texas Gas Service,5124211531,59
EX,2019-013612 EX,12124988,TGS - WEST FRANCES PL 4803 - RETIRE SERVICE,4803 WEST FRANCES PL,4/9/19,Texas Gas Service,5124211531,59
EX,2019-013611 EX,12124987,TGS - DELMAR AVE 409 - RETIRE SERVICE,409 DELMAR AVE,4/9/19,Texas Gas Service,5124211531,59
EX,2019-013610 EX,12124986,TGS - EANES CIR 3115 - RETIRE SERVICE,3115 EANES CIR,4/9/19,Texas Gas Service,5124211531,59
EX,2019-013604 EX,12124980,TGS - HEARTWOOD DR 300-399 - RETIRE SERVICE,300-312 HEARTWOOD DR,4/11/19,Texas Gas Service,5124211531,59
EX,2019-013602 EX,12124978,TGS - VERDE VISTA 2702 - RETIRE SERVICE,2702 VERDE VISTA,4/11/19,Texas Gas Service,5124211531,59
EX,2019-013599 EX,12124975,TGS - JARRATT AVE 2513 - RETIRE SERVICE,2515 JARRATT AVE,4/8/19,Texas Gas Service,5124211531,56
EX,2019-012144 EX,12123362,TGS - LYNRIDGE DR 3100 - REPLACE SERVICE,3100 LYNRIDGE DR,4/7/19,Texas Gas Service,5124211531,59
EX,2019-012986 EX,12124301,TGS - SANTA ELENA LN 11708 - MAINT TO MAIN,11708 SANTA ELENA LN,4/5/19,Texas Gas Service,5124211531,59
EX,2019-011684 EX,12122849,TGS - WEST LYNN AVE 1221 - MAINT TO MAIN VALVE STACK,1221 WEST LYNN ST,4/21/19,Texas Gas Service,5124211531,51
EX,2019-011943 EX,12123127,TGS - ANGELINA ST 1200 BLK - NEW SERVICE,1200-1217 ANGELINA ST,4/5/19,Texas Gas Service,5124211531,30
EX,2019-013596 EX,12124966,TGS - 9TH ST E 2015 - RETIRE SERVICE,2015 E 9TH ST,4/8/19,Texas Gas Service,5124211531,56
EX,2019-012990 EX,12124305,TGS - READING WAY 11400-11599 - MAINTENANCE TO MAIN,11400-11421 READING WAY,4/5/19,Texas Gas Service,5124211531,59
EX,2019-010680 EX,12121609,TGS - WILLOW ST 2602 - NEW SERVICE,2602 WILLOW ST,4/10/19,Texas Gas Service,5124211531,58
EX,2019-010201 EX,12120991,TGS - E 15TH ST @ IH35 - REPLACE GAS MAIN & SERVICES,500-516 E 15TH ST,4/22/19,Texas Gas Service,5124211531,31
EX,2019-013590 EX,12124960,TGS - ROUNTREE DR 2003 - RETIRE SERVICE,2003 ROUNTREE DR,4/8/19,Texas Gas Service,5124211531,56
EX,2019-013579 EX,12124949,TGS - E M FRANKLIN AVE 1404 - RETIRE SERVICE,1404 E M FRANKLIN AVE,4/7/19,Texas Gas Service,5124211531,59
EX,2019-013549 EX,12124914,TGS - 6TH ST E 1905 - TIER 2 LEAK REPAIR,1905 E 6TH ST,5/31/19,Texas Gas Service,5124211531,90
EX,2019-010681 EX,12121610,TGS - GNARL ST 4209 - NEW SERVICE,4209 GNARL DR,4/10/19,Texas Gas Service,5124211531,58
EX,2019-010656 EX,12121585,TGS - GAYLOR ST 611 - NEW SERVICE,611 GAYLOR ST,4/1/19,Texas Gas Service,5124211531,59
EX,2019-010654 EX,12121583,TGS - GARWOOD ST 3018 - NEW SERVICE,3018 GARWOOD ST,4/1/19,Texas Gas Service,5124211531,59
EX,2019-010652 EX,12121581,TGS - HOLLY ST 1309 - NEW SERVICE,1309 HOLLY ST,4/19/19,Texas Gas Service,5124211531,49
EX,2019-010674 EX,12121603,TGS - SHOAL CREEK BLVD 4905 - NEW SERVICE,4905 SHOAL CREEK BLVD,4/10/19,Texas Gas Service,5124211531,58
EX,2019-010671 EX,12121600,TGS - GRISWOLD LN 2200 - NEW SERVICE,2200 GRISWOLD LN,4/6/19,Texas Gas Service,5124211531,59
EX,2019-010668 EX,12121597,TGS - E M FRANKLIN AVE 1193 - NEW SERVICE,1193 E M FRANKLIN AVE,4/11/19,Texas Gas Service,5124211531,59
EX,2019-010666 EX,12121595,TGS - MANSELL AVE 1144 - NEW SERVICE,1144 MANSELL AVE,4/6/19,Texas Gas Service,5124211531,59
EX,2019-010664 EX,12121593,TGS - E 9TH ST 1105 - NEW SERVICE,1105 E 9TH ST,4/29/19,Texas Gas Service,5124211531,58
EX,2019-010224 EX,12121035,TGS - RED RIVER 1500 BLK - REPLACE GAS MAIN & SERVICES,1500-1725 RED RIVER ST,4/22/19,Texas Gas Service,5124211531,31
EX,2019-011483 EX,12122627,TGS - WELLINGTON DR 5300 - TIER 2 LEAK REPAIR,5300 WELLINGTON DR,4/20/19,Texas Gas Service,5124211531,55
EX,2019-010679 EX,12121608,TGS - SPARKS AVE 721 - NEW SERVICE ,721 SPARKS AVE,4/10/19,Texas Gas Service,5124211531,58
EX,2019-010678 EX,12121607,TGS - WOODROW AVE 5510 - NEW SERVICE,5510 WOODROW AVE,4/10/19,Texas Gas Service,5124211531,58
EX,2019-010676 EX,12121605,TGS - HARMON AVE 5307 - NEW SERVICE,5307 HARMON AVE,4/5/19,Texas Gas Service,5124211531,59
EX,2019-006799 EX,12117063,TGS - FERDINAND ST 1800 BLK - MAIN REPLACEMENT,1800-1812 FERDINAND ST,4/18/19,Texas Gas Service,5124211531,59
EX,2019-005812 EX,12115905,TGS - SPRINGDALE RD 960 -- MAINT TO MAIN - ANODES,960 SPRINGDALE RD,4/6/19,Texas Gas Service,5124211531,59
EX,2019-005801 EX,12115888,TGS - 3700 GOVALLE AVE -- MAINT TO MAIN - ANODES,3700 GOVALLE AVE,4/21/19,Texas Gas Service,5124211531,59
EX,2019-005473 EX,12115492,TGS - METCALFE RD 2624 - NEW SERVICE,2624 METCALFE RD,4/21/19,Texas Gas Service,5124211531,30
EX,2019-004753 EX,12114641,TGS - SKYLARK DR 3201 - RESTORATION OF EMERGENCY PERMIT,2900-3314 SKYLARK DR,4/30/19,Texas Gas Service,5124211531,67
EX,2019-006591 EX,12116834,TGS - HARRISGLEN DR 13328 - NEW SERVICE,1113-1437 E HOWARD LN,4/22/19,Texas Gas Service,5124211531,31
EX,2019-006450 EX,12116663,"TGS - BRADLEY DR 6610, MAINT TO MAIN  ANODES",6610 BRADLEY DR,4/30/19,Texas Gas Service,5124211531,43
EX,2019-006474 EX,12116695,"TGS - VANDERBILT CIR 2305, MAINT TO MAIN - ANODES",2305 VANDERBILT CIR,4/30/19,Texas Gas Service,5124211531,43
EX,2019-006456 EX,12116669,"TGS - NORTHEAST DR 7105, MAINT TO MAIN - ANODES",7000-7109 NORTHEAST DR,4/30/19,Texas Gas Service,5124211531,43
EX,2019-000793 EX,12110477,TGS - E 22ND ST 1800 BLK - REPLACE SERVICE,1800-1815 E 22ND ST,4/30/19,Texas Gas Service,5124211531,46
EX,2019-001156 EX,12110916,TGS - GUADALUPE ST 300-400 - REPLACE GAS MAIN,400-426 GUADALUPE ST,6/1/19,Texas Gas Service,5124211531,61
EX,2019-008920 EX,12119506,TGS - LUNA ST 1203 - NEW SERVICE,1203 LUNA ST,4/6/19,Texas Gas Service,5124211531,59
EX,2019-007724 EX,12118116,TGS - 6TH ST E 2604 - RETIRE SERVICE,2604 E 6TH ST,4/6/19,Texas Gas Service,5124211531,59
EX,2019-006767 EX,12117025,TGS - MARTIN LUTHER KING JR BLVD E 2200 - MAIN REPLACEMENT,2200-2219 E MARTIN LUTHER KING JR BLVD,4/18/19,Texas Gas Service,5124211531,59
EX,2018-212724 EX,12105841,TGS - SAN PEDRO ST 2804 - RETIRE SERVICE,2804 SAN PEDRO ST,5/31/19,Texas Gas Service,5124211531,97
EX,2018-212723 EX,12105840,TGS - SAN PEDRO ST 2802 - RETIRE SERVICE,2802 SAN PEDRO ST,5/31/19,Texas Gas Service,5124211531,97
EX,2018-213809 EX,12107178,TGS - PEREGRINE FALCON DR 3508 - NEW SERVICE,3508 PEREGRINE FALCON DR,5/31/19,Texas Gas Service,5124211531,92
EX,2018-213202 EX,12106409,TGS - WILLOW ST 2506 - NEW SERVICE,2506 WILLOW ST,5/31/19,Texas Gas Service,5124211531,97
EX,2018-214212 EX,12107645,TGS - PEQUENO ST 1801 - RESTORATION ,1801 PEQUENO ST,5/31/19,Texas Gas Service,5124211531,91
EX,2018-210823 EX,12103501,TGS - PROCK LN 4805 - NEW SERVICE,4805 PROCK LN,4/30/19,Texas Gas Service,5124211531,60
EX,2018-210665 EX,12103319,TGS - HEMPHILL PARK 3302 - REPLACE SERVICE,400-415 W 34TH ST,4/30/19,Texas Gas Service,5124211531,62
EX,2018-214287 EX,12107720,TGS - CLUB TER 6007 - NEW SERVICE,6007 CLUB TER,4/30/19,Texas Gas Service,5124211531,60
EX,2018-214297 EX,12107731,TGS - RIDGESTONE DR 7801 - NEW SERVICE / RESTORATION,7801 RIDGESTONE DR,6/2/19,Texas Gas Service,5124211531,93
EX,2018-209326 EX,12101644,TGS - NUECES ST 1205 - RETIRE SERVICE,1205 NUECES ST,4/14/19,Texas Gas Service,5124211531,87
EX,2018-209436 EX,12101779,TGS - 38TH ST W 1815 - NEW SERVICE,1815 W 38TH ST,4/13/19,Texas Gas Service,5124211531,45
EX,2018-209406 EX,12101749,TGS - BLANCO ST 1013 - RETIRE SERVICE,1106-1127 W 11TH ST,4/30/19,Texas Gas Service,5124211531,93
EX,2018-205912 EX,12097572,TGS - GREENBORO DR 6632 - REPLACE SERVICE,6632 GREENSBORO DR,5/31/19,Texas Gas Service,5124211531,91
EX,2018-203880 EX,12095111,TGS - VILLANOVA DR 1516 - RESTORATION,1516-1533 VILLANOVA DR,4/20/19,Texas Gas Service,5124211531,104
EX,2018-194716 EX,12083984,"TGS - FLORES ST 1110, MAINT TO MAIN - ANODES",1110 FLORES ST,5/11/19,Texas Gas Service,5124211531,86
EX,2018-195391 EX,12084717,TGS - LUCKSINGER LN 4510 - RETIRE SERVICE,4400-4520 LUCKSINGER LN,4/30/19,Texas Gas Service,5124211531,103
EX,2018-191742 EX,12080465,TGS - CASEY ST 1216 - REPLACE SERVICE,1216 CASEY ST,5/3/19,Texas Gas Service,5124211531,122
EX,2018-192612 EX,12081530,TGS - PARK LN 200 - REPLACE SERVICE ,200 PARK LN,4/30/19,Texas Gas Service,5124211531,138
EX,2018-191040 EX,12079607,TGS - CANTERBURY ST 2607 - NEW SERVICE,2607 CANTERBURY ST,5/31/19,Texas Gas Service,5124211531,124
EX,2018-190205 EX,12078704,"TGS - GOVALLE AVE 3405, MAINT TO MAIN - ANODES",3405 GOVALLE AVE,4/7/19,Texas Gas Service,5124211531,54
EX,2018-193781 EX,12082891,"TGS - HYLAWN DR 6100 BLK , MAINT TO MAIN - ANODES",6106-6127 HYLAWN DR,4/15/19,Texas Gas Service,5124211531,60
EX,2018-190886 EX,12079449,TGS - BERNIA ST 7200-7299 - NEW SERVICE,7200-7221 BERNIA DR,4/30/19,Texas Gas Service,5124211531,119
EX,2018-188879 EX,12077200,TGS - E 4TH 1500-1517 - NEW SERVICE TO 310 COMAL,1500-1517 E 4TH ST,5/3/19,Texas Gas Service,5124211531,153
EX,2018-188912 EX,12077233,TGS - LOOKOUT MOUNTAIN DR 5906 - NEW SERVICE,5906 LOOKOUT MOUNTAIN DR,4/30/19,Texas Gas Service,5124211531,129
EX,2018-185686 EX,12073639,TGS - 6TH ST E 1221 - NEW SERVICE,500-517 ATTAYAC ST,5/31/19,Texas Gas Service,5124211531,133
EX,2018-182912 EX,12064128,TGS - 39TH ST HALF W 1203 - NEW SERVICE,1203 W 39TH HALF ST,5/3/19,Texas Gas Service,5124211531,139
EX,2018-180550 EX,12061357,TGS - PLEASANT VALLEY RD S 6800-7099 - RETIRE SERVICE,6900-7106 S PLEASANT VALLEY RD,5/3/19,Texas Gas Service,5124211531,139
EX,2018-169613 EX,12040607,TGS - VENADO DR 4212 - NEW SERVICE,4212 VENADO DR,4/30/19,Texas Gas Service,5124211531,170
EX,2018-166142 EX,12036618,TGS - RIVERVIEW ST 1804 - RETIRE SERVICE,1804 RIVERVIEW ST,5/31/19,Texas Gas Service,5124211531,146
EX,2018-164063 EX,12034289,TGS - GREENWOOD AVE 2106 - NEW SERVICE,2106 GREENWOOD AVE,4/30/19,Texas Gas Service,5124211531,153
EX,2018-164061 EX,12034287,TGS - MARTIN LUTHER KING JR BLVD E 1701 - RETIRE SERVICE,1701 E MARTIN LUTHER KING JR BLVD,4/30/19,Texas Gas Service,5124211531,150
EX,2018-159313 EX,12028843,TGS - MEDICAL ARTS ST 2912 - REPLACE SERVICE,2912 MEDICAL ARTS ST,4/30/19,Texas Gas Service,5124211531,58
EX,2018-158776 EX,12028214,TGS - HASKELL ST 1806 - RETIRE SERVICE,1806 HASKELL ST,5/31/19,Texas Gas Service,5124211531,202
EX,2018-139674 EX,12007637,"TGS - EVERGREEN CT 5105, NEW SERVICE",5105 EVERGREEN CT,4/30/19,Texas Gas Service,5124211531,199
EX,2018-127047 EX,11993212,"TGS - S LAMAR BLVD 2200,2300 BLKS - REPLACE GAS MAIN",2200-2240 S LAMAR BLVD,4/30/19,Texas Gas Service,5124211531,55
EX,2018-127046 EX,11993211,TGS - GOODRICH & FRAZIER - REPLACE GAS MAIN & SERVICES,1800-1917 FRAZIER AVE,4/30/19,Texas Gas Service,5124211531,61
EX,2018-127045 EX,11993210,TGS - GOODRICH & FRAZIER - REPLACE GAS MAIN & SERVICES,2300-2313 BLUEBONNET LN,4/30/19,Texas Gas Service,5124211531,60
EX,2018-127019 EX,11993172,TGS - GOODRICH & FRAZIER - REPLACE GAS MAIN & SERVICES,2000-2006 GOODRICH AVE,4/30/19,Texas Gas Service,5124211531,60
EX,2018-124119 EX,11989752,"TGS - LIGHTSEY RD 1800-1899, NEW SERVICE",1700-1805 LIGHTSEY RD,4/30/19,Texas Gas Service,5124211531,58
EX,2018-122356 EX,11987896,"TGS - LUCAS DR 3608, LEAK/REPLACE SERVICE",3608 LUCAS DR,4/30/19,Texas Gas Service,5124211531,185
EX,2018-122038 EX,11987516,"TGS - 16TH ST E 2004, NEW SERVICE",2004 E 16TH ST,4/4/19,Texas Gas Service,5124211531,194
EX,2018-118967 EX,11983835,"TGS - DITTMAR RD E 100-199, NEW SERVICE",100-123 E DITTMAR RD,5/3/19,Texas Gas Service,5124211531,174
EX,2018-119455 EX,11984436,"TGS - ROSEDALE AVE 4111, REPLACE SERVICE",4111 ROSEDALE AVE,5/3/19,Texas Gas Service,5124211531,223
EX,2018-118500 EX,11983252,"TGS - ADDISON AVE 2600-2699, NEW SERVICE",2600 ADDISON AVE,5/3/19,Texas Gas Service,5124211531,230
EX,2018-118203 EX,11982917,"TGS - MANCHACA RD 4500, NEW SERVICE",4500 MANCHACA RD,5/3/19,Texas Gas Service,5124211531,202
EX,2018-115043 EX,11979136,TGS - BOWIE ST 300-499 - REPLACE MAIN / NEW SERVICE,300-425 BOWIE ST,4/21/19,Texas Gas Service,5124211531,12
EX,2018-113884 EX,11977691,TGS - FORT BRANCH BLVD 1418 - NEW SERVICE,1418 FORT BRANCH BLVD,4/30/19,Texas Gas Service,5124211531,234
EX,2018-115096 EX,11979208,TGS - BAYLOR ST 600 blk - MAINTENANCE TO MAIN,600-615 BAYLOR ST,5/3/19,Texas Gas Service,5124211531,58
EX,2018-111693 EX,11974993,TGS - 22ND ST W 1007 - RETIRE SERVICE,1007 W 22ND ST,5/31/19,Texas Gas Service,5124211531,146
EX,2018-109213 EX,11972035,TGS - 11TH ST W 1614 - RESTORATION,1614 W 11TH ST,5/11/19,Texas Gas Service,5124211531,287
EX,2018-080703 EX,11939003,TGS - PLOVER DR 9700-9799 - REPLACE SERVICE,9706-9715 PLOVER DR,4/30/19,Texas Gas Service,5124211531,284
EX,2018-080666 EX,11938957,TGS - CHIMNEY CORNERS 7200-7299 - REPLACE SERVICE,7100-7220 CHIMNEY CORNERS,4/30/19,Texas Gas Service,5124211531,178
EX,2018-080324 EX,11938604,TGS - RED RIVER ST 3200-3299 -RESTORATION FOR EMERGENCY REPAIR,3200-3221 RED RIVER ST,4/13/19,Texas Gas Service,5124211531,283
EX,2018-080194 EX,11938450,TGS - DEAN KEETON ST W 100-117 - GAS MAIN REPLACEMENT,100-117 W DEAN KEETON ST,4/30/19,Texas Gas Service,5124211531,60
EX,2018-080193 EX,11938449,TGS - 26TH ST W 400-411 - GAS MAIN REPLACEMENT,400-411 W 26TH ST,4/30/19,Texas Gas Service,5124211531,60
EX,2018-080191 EX,11938447,TGS - DEAN KEETON ST E 100-117 - GAS MAIN REPLACEMENT,100-117 E DEAN KEETON ST,4/30/19,Texas Gas Service,5124211531,60
EX,2018-080190 EX,11938446,TGS - SAN JACINTO BLVD 2600-2706 - GAS MAIN REPLACEMENT,2600-2706 SAN JACINTO BLVD,4/30/19,Texas Gas Service,5124211531,60
EX,2018-080189 EX,11938445,TGS - GUADALUPE ST 2520-2558 - GAS MAIN REPLACEMENT,2520-2558 GUADALUPE ST,4/30/19,Texas Gas Service,5124211531,60
EX,2018-081307 EX,11939728,"TGS - COTTLE DR 9700-9799, REPLACE SERVICE",9700-9917 COTTLE DR,4/30/19,Texas Gas Service,5124211531,249
EX,2018-067818 EX,11923861,TGS - RED RIVER St 74 - 200 blk - GAS MAIN EXTENSION,74-83 RED RIVER ST,4/22/19,Texas Gas Service,5124211531,31
EX,2018-067816 EX,11923859,TGS - RED RIVER @ CESAR CHAVEZ - GAS MAIN EXTENSION,600-615 DAVIS ST,4/22/19,Texas Gas Service,5124211531,31
EX,2017-139748 EX,11818553,"TGS - BEVERLY RD 3004, FINAL RESTORATION FOR TEST BOX WORK",3004 BEVERLY RD,5/31/19,Texas Gas Service,5124211531,428
EX,2017-110445 EX,11784341,TGS - CAMERON RD 7300-7999 new gas main,7512-7606 CAMERON RD,5/31/19,Texas Gas Service,5124211531,60
EX,2016-117305 EX,11605431,TGS - HENNINGER ST 1100-1199 - street restoration,1100-1121 HENNINGER ST,5/31/19,Texas Gas Service,5124211531,91
EX,2019-054241 EX,12173069,AWU - Lake Austin Blvd 3500 Blk - *Emergency repairing* water valve ,2700-3299 LAKE AUSTIN BLVD,5/9/19,Austin Water Utility - V&H,5129721280,30
EX,2019-052639 EX,12171187,AWU - S Congress Avenue 100 Blk  - Emergencey -  repairing water valve @ address 100 block of E. 6th St. ,100-228 S CONGRESS AVE,5/8/19,Austin Water Utility - V&H,5129721280,30
EX,2019-052637 EX,12171185,AWU - E 6th Street  100 Blk - Emergency -  repairing water valve @ address 100 block of E. 6th St. ,100-121 E 6TH ST,5/8/19,Austin Water Utility - V&H,5129721280,30
EX,2019-047895 EX,12165490,AWU - Pickle Road 121 -  repairing fire hydrant at 121 Pickle Rd.,121 PICKLE RD,4/29/19,Austin Water Utility - V&H,5129721280,31
EX,2019-047123 EX,12164491,AWU - W Howard Ln 915 - Emergency replace fire hydrant an ,912-916 W HOWARD LN,4/28/19,Austin Water Utility - V&H,5129721280,31
EX,2019-044182 EX,12160983,AWU - PONCA ST 6600 BLK - REPAIR BROKEN WATER VALVE,6600-6617 PONCA ST,4/22/19,Austin Water Utility - V&H,5129721280,31
EX,2019-046356 EX,12163530,AWU - HASKELL 1200 BLK (ALLEY) - VALVE REPAIR,1200-1310 HASKELL ST,5/6/19,Austin Water Utility - V&H,5129721280,28
EX,2019-045320 EX,12162321,AWU- Red River St 3310 Blk - Emergency Repair to water valve,3310-3407 RED RIVER ST,4/25/19,Austin Water Utility - V&H,5129721280,31
EX,2019-043450 EX,12160100,AWU - Brentwood St. 700 blk - hydrant replacement,718-729 BRENTWOOD ST,5/1/19,Austin Water Utility - V&H,5129721280,28
EX,2019-047164 EX,12164532,AWU - E Stassney Ln 5901 - emergency replacement of a fire hydrant thats out of serv,5900-5914 E STASSNEY LN,4/28/19,Austin Water Utility - V&H,5129721280,31
EX,2019-042725 EX,12159262,AWU - 2800 W HOWARD LN - Replace fire hydrant,2800-3029 W HOWARD LN,4/25/19,Austin Water Utility - V&H,5129721280,31
EX,2019-042334 EX,12158809,AWU - Selma Dr 11202 - Replacing Fire Hydrant,11202 SELMA DR,4/20/19,Austin Water Utility - V&H,5129721280,31
EX,2019-040139 EX,12156245,AWU - ALTA VISTA AVE 2300 BLK - repairing fire hydrant ,2300-2317 ALTA VISTA AVE,4/18/19,Austin Water Utility - V&H,5129721280,31
EX,2019-041689 EX,12158078,AWU - WALLER ST 57 -  repairing water valve,57 WALLER ST,4/19/19,Austin Water Utility - V&H,5129721280,31
EX,2019-040145 EX,12156251,AWU - E 17TH ST 1900 BLK - repairing water valve ,1900-1919 E 17TH ST,4/18/19,Austin Water Utility - V&H,5129721280,31
EX,2019-040102 EX,12156206,AWU - N LAMAR BLVD 7001-7135 - Emergency Repair to Water Valve,7001-7135 N LAMAR BLVD,4/14/19,Austin Water Utility - V&H,5129721280,31
EX,2019-040374 EX,12156558,AWU - E 53RD ST 924-950 - Emergency repair leaking water valve,924-950 E 53RD ST,4/15/19,Austin Water Utility - V&H,5129721280,31
EX,2019-038008 EX,12153738,AWU - SAN MARCOS ST 500-524 - Repair Leaking Water Valve,500-524 SAN MARCOS ST,4/12/19,Austin Water Utility - V&H,5129721280,31
EX,2019-033106 EX,12147995,AWU - Cloverleaf Dr 1201 - Emergency repair,1200-1326 CLOVERLEAF DR,4/4/19,Austin Water Utility - V&H,5129721280,31
EX,2019-033263 EX,12148186,AWU - Sunshine Dr 5617 - REPAIR,5617 SUNSHINE DR,4/4/19,Austin Water Utility - V&H,5129721280,31
EX,2019-030592 EX,12145050,AWU - ROCKY SPRING RD 900 BLK - FIRE HYDRANT REPAIR,900-1030 ROCKY SPRING RD,4/10/19,Austin Water Utility - V&H,5129721280,31
EX,2019-032390 EX,12147120,AWU - Little Texas Ln 401 - REPAIR,401 LITTLE TEXAS LN,4/5/19,Austin Water Utility - V&H,5129721280,31
EX,2019-032130 EX,12146781,AWU - GREENWAY 3700-3719 - emergency repair to broken water fire hydrant ,3700-3719 GREENWAY,4/1/19,Austin Water Utility - V&H,5129721280,31
EX,2019-023400 EX,12136576,AWU - Red River St 900 BLK - replace fire hydrant,900-917 RED RIVER ST,4/21/19,Austin Water Utility - V&H,5129721280,31
EX,2019-020498 EX,12133101,AWU - Wykeham Dr 7700 blk - replace water valve,7700-8007 WYKEHAM DR,4/6/19,Austin Water Utility - V&H,5129721280,31
EX,2019-015892 EX,12127689,AWU - LAKELINE MALL DR 11116-11204  - Repair Fire Hydrant,11116-11204 LAKELINE MALL DR,4/11/19,Austin Water Utility - V&H,5129721280,59
